Postcode,Avg asking price,Avg blended ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¡ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂª/sqft,Sales per month,Turnover (sale),Avg asking rent (pm),Avg yield,3yr,Crime rate,Avg. household income,Social rent
GU1 3,"473,000",593,6,20%,"1,394",3.50%,5%,208,"73,500",11%
GU1 4,"410,516",539,8,11%,"1,843",5.40%,4%,510,"67,600",21%
GU10 1,"549,770",474,6,21%,,,2%,62,"64,700",5%
GU10 2,"1,336,333",585,2,8%,,,-15%,63,"58,000",4%
GU10 3,"1,042,056",560,4,22%,,,11%,34,"68,600",12%
GU10 4,"792,342",530,7,17%,,,11%,32,"64,000",11%
GU10 5,"926,762",496,3,15%,,,20%,71,"72,000",6%
GU11 1,"164,887",312,3,8%,997,7.30%,3%,251,"60,700",14%
GU11 3,"390,800",363,8,15%,,,3%,74,"55,900",15%
GU12 4,"353,000",368,11,22%,,,4%,96,"55,300",16%
GU12 5,"426,294",439,7,27%,,,4%,54,"61,100",4%
GU12 6,"448,450",443,10,19%,,,8%,66,"56,600",14%
GU14 0,"398,864",440,8,29%,,,4%,80,"60,200",9%
GU14 6,"345,067",391,7,13%,"1,260",4.40%,5%,93,"59,700",10%
GU14 7,"311,683",397,9,13%,"1,333",5.10%,5%,187,"66,800",8%
GU14 8,"380,484",395,8,25%,,,1%,80,"54,800",15%
GU14 9,"450,464",413,11,18%,,,8%,71,"60,200",14%
GU15 1,"679,110",421,7,10%,,,10%,34,"74,100",2%
GU15 2,"604,753",406,8,17%,"1,623",3.20%,8%,51,"64,000",7%
GU15 3,"293,528",382,5,8%,"1,325",5.40%,29%,189,"60,400",19%
GU15 4,"428,750",405,3,18%,,,4%,77,"60,000",21%
GU16 6,"502,220",452,10,16%,,,-2%,59,"63,200",9%
GU16 7,,387,2,47%,,,34%,112,"64,700",27%
GU16 8,"511,875",431,4,16%,,,9%,46,"68,400",7%
GU16 9,"477,500",459,3,42%,,,7%,28,"70,700",6%
GU17 0,"465,625",397,6,38%,,,3%,40,"61,900",5%
GU17 9,"482,941",435,4,20%,,,-16%,62,"60,100",3%
GU18 5,"603,750",468,11,55%,,,7%,22,"65,100",4%
GU19 5,"498,104",460,4,13%,,,2%,91,"60,200",6%
GU2 4,"526,779",546,4,20%,,,-1%,60,"77,100",8%
GU2 7,"633,783",562,6,30%,"2,665",5.00%,2%,137,"55,400",9%
GU2 8,"369,573",443,3,15%,"2,586",8.40%,5%,86,"56,500",37%
GU2 9,"500,733",488,12,27%,"2,398",5.70%,9%,69,"65,300",8%
GU20 6,"886,463",523,3,7%,"2,181",3.00%,6%,28,"63,600",1%
GU21 2,"433,240",472,12,26%,"1,606",4.40%,3%,97,"67,500",6%
GU21 3,"351,035",497,10,42%,"1,385",4.70%,12%,49,"60,300",11%
GU21 4,"747,248",586,10,57%,"1,663",2.70%,-1%,45,"78,600",5%
GU21 5,"283,621",462,7,20%,"1,468",6.20%,-19%,121,"59,600",14%
GU21 6,"304,444",455,2,8%,"1,472",5.80%,2%,383,"74,400",10%
GU21 7,,472,3,111%,,,-4%,44,"67,300",8%
GU21 8,"493,571",481,3,18%,,,1%,58,"62,300",10%
GU22 0,"844,962",525,3,8%,"2,245",3.20%,,51,"77,000",4%
GU22 7,"302,699",459,10,13%,"1,449",5.70%,,104,"74,000",4%
GU22 8,"646,964",518,7,19%,"2,495",4.60%,6%,49,"70,700",7%
GU22 9,"472,667",477,7,32%,,,8%,129,"69,600",17%
GU23 6,"780,961",546,3,7%,,,12%,77,"65,100",3%
GU23 7,"717,268",562,3,9%,,,-7%,47,"64,900",6%
GU24 0,"560,408",519,3,23%,,,8%,54,"73,500",3%
GU24 8,"1,004,000",557,4,23%,,,13%,84,"64,900",2%
GU24 9,"621,049",515,9,18%,,,4%,57,"71,200",7%
GU25 4,"1,609,182",580,3,3%,"6,347",4.70%,2%,50,"85,700",7%
GU26 6,"649,147",465,10,11%,"1,334",2.50%,6%,36,"57,700",7%
GU27 1,"516,054",488,8,27%,,,10%,56,"59,600",10%
GU27 2,"624,086",487,6,18%,,,-7%,77,"61,700",2%
GU27 3,"932,903",529,5,12%,,,14%,43,"58,200",3%
GU28 0,"521,912",463,2,6%,,,54%,45,"46,700",9%
GU28 9,"895,417",520,2,15%,,,3%,53,"51,000",6%
GU29 0,"651,794",483,3,10%,,,52%,44,"51,100",10%
GU29 9,"477,861",417,6,6%,,,5%,50,"45,200",18%
GU3 1,,554,2,15%,,,,94,"63,300",7%
GU3 2,"744,231",498,2,12%,,,10%,44,"67,700",10%
GU3 3,"552,067",497,6,19%,,,9%,47,"62,900",14%
GU30 7,"588,119",428,7,14%,,,4%,65,"57,500",5%
GU31 4,"590,023",456,8,31%,,,1%,49,"53,400",6%
GU31 5,"569,745",464,3,15%,,,8%,44,"57,800",5%
GU32 1,"673,333",489,2,10%,,,13%,70,"59,600",5%
GU32 2,"685,000",494,3,18%,,,,30,"55,700",6%
GU32 3,"298,746",395,7,32%,,,2%,123,"48,800",13%
GU33 6,"663,000",446,2,10%,,,,36,"55,100",10%
GU33 7,"617,585",441,5,13%,,,,59,"54,900",5%
GU34 1,"405,446",404,8,13%,,,,107,"53,000",15%
GU34 2,"421,666",398,10,23%,,,5%,67,"50,200",18%
GU34 3,"760,663",454,,,,,-3%,40,"61,800",4%
GU34 4,"729,615",445,4,11%,,,9%,60,"67,500",10%
GU34 5,"662,226",408,7,15%,,,5%,42,"66,700",6%
GU35 0,"388,759",367,9,10%,,,11%,93,"55,500",10%
GU35 8,"765,368",455,5,18%,,,1%,32,"57,400",5%
GU35 9,"399,426",400,7,13%,,,11%,47,"55,900",16%
GU4 7,"625,987",555,10,15%,"1,673",3.20%,4%,47,"71,700",11%
GU4 8,"531,944",567,,,,,5%,52,"65,400",4%
GU46 6,"476,210",441,9,29%,,,11%,32,"59,200",6%
GU46 7,"649,231",456,3,19%,,,3%,61,"56,000",9%
GU47 0,"461,667",453,7,21%,,,5%,54,"64,800",11%
GU47 8,"520,357",423,2,13%,,,11%,34,"65,400",2%
GU47 9,"474,500",450,3,25%,,,3%,57,"64,800",10%
GU5 0,"802,585",540,5,11%,,,11%,47,"63,600",4%
GU5 9,"562,650",653,2,6%,,,,59,"63,400",10%
GU51 1,"458,325",421,4,25%,,,12%,57,"70,200",4%
GU51 2,,436,2,22%,,,1%,65,"70,200",4%
GU51 3,"479,999",436,7,12%,,,-11%,79,"69,900",5%
GU51 4,"701,184",430,5,31%,,,7%,71,"67,600",8%
GU51 5,"606,275",468,3,11%,,,-15%,80,"66,400",11%
GU52 0,"522,138",484,3,13%,,,-1%,22,"74,500",6%
GU52 6,"552,381",438,5,25%,,,7%,33,"67,900",6%
GU52 7,"568,214",466,3,14%,,,1%,17,"69,500",1%
GU52 8,"459,231",410,5,36%,,,5%,117,"69,700",6%
GU6 7,"670,293",494,5,11%,,,2%,33,"55,700",4%
GU6 8,"615,325",491,7,7%,"2,350",4.60%,2%,85,"56,000",11%
GU7 1,"440,436",525,9,14%,"1,564",4.30%,13%,71,"70,000",9%
GU7 2,"475,931",532,6,13%,"1,559",3.90%,-14%,36,"67,800",13%
GU7 3,"431,207",511,4,16%,,,5%,66,"54,700",17%
GU8 4,"697,250",566,3,8%,,,16%,38,"59,900",6%
GU8 5,"617,286",504,6,15%,,,13%,60,"59,800",3%
GU8 6,"753,657",544,2,13%,,,2%,60,"56,800",6%
GU9 0,"522,998",467,5,22%,,,,39,"63,500",10%
GU9 7,"509,325",528,6,16%,,,-16%,125,"49,900",11%
GU9 8,"640,731",523,7,17%,,,3%,49,"66,600",6%
GU9 9,"480,942",454,9,22%,,,8%,73,"54,000",9%
HA0 1,"494,188",608,2,3%,"1,995",4.80%,,114,"52,700",12%
HA0 2,"444,683",532,3,4%,,,8%,89,"54,600",14%
HA0 3,"617,872",559,3,6%,,,6%,60,"58,600",8%
HA0 4,"637,790",521,2,6%,,,5%,116,"51,900",14%
HA1 1,"397,700",554,6,10%,"1,773",5.30%,50%,314,"57,700",9%
HA1 2,"379,727",552,4,4%,"1,728",5.50%,-19%,172,"60,600",15%
HA1 3,"677,879",560,5,6%,"1,971",3.50%,-1%,119,"67,700",8%
HA1 4,"434,175",555,6,7%,"1,946",5.40%,-1%,84,"60,300",7%
HA2 0,"413,402",539,5,6%,"1,876",5.40%,-5%,101,"57,600",16%
HA2 6,"563,196",539,4,9%,"2,535",5.40%,5%,86,"66,300",10%
HA2 7,"608,580",562,5,16%,"1,801",3.60%,,55,"67,000",1%
HA2 8,"458,857",517,6,18%,"1,992",5.20%,3%,96,"54,800",11%
HA2 9,"496,418",533,5,16%,"1,586",3.80%,-3%,61,"57,100",13%
HA3 0,"738,177",533,4,8%,"1,638",2.70%,2%,77,"61,100",5%
HA3 5,"451,645",541,5,13%,"1,733",4.60%,,121,"53,100",16%
HA3 6,"584,631",546,4,8%,,,,91,"57,200",13%
HA3 7,"473,511",538,4,7%,"1,666",4.20%,-3%,108,"52,600",12%
HA3 8,"621,429",520,5,14%,"2,132",4.10%,5%,54,"61,100",6%
HA3 9,"608,783",565,5,16%,,,-3%,50,"56,600",13%
HA4 0,"562,621",561,5,11%,,,2%,87,"61,900",8%
HA4 6,"498,165",580,7,14%,,,-1%,59,"63,000",9%
HA4 7,"595,105",560,9,14%,,,1%,73,"60,900",9%
HA4 8,"639,000",581,7,14%,,,3%,91,"63,700",9%
HA4 9,"515,321",605,10,30%,,,8%,49,"67,600",7%
HA5 1,"813,698",644,5,15%,"2,218",3.30%,1%,60,"71,700",4%
HA5 2,"634,322",603,5,9%,"2,001",3.80%,3%,71,"61,900",17%
HA5 3,"700,536",619,5,8%,"1,802",3.10%,4%,51,"63,400",6%
HA5 4,"689,828",600,6,14%,"1,749",3.00%,,44,"59,800",3%
HA5 5,"741,000",569,4,15%,,,-2%,73,"69,400",3%
HA6 1,"661,926",596,5,10%,"1,757",3.20%,4%,78,"57,900",13%
HA6 2,"1,039,331",599,6,7%,"2,229",2.60%,2%,79,"64,000",7%
HA6 3,"998,091",640,3,10%,"2,408",2.90%,4%,44,"73,100",4%
HA7 1,"525,299",594,4,7%,"1,990",4.50%,7%,78,"61,100",3%
HA7 2,"659,993",590,2,5%,,,2%,42,"63,800",2%
HA7 3,"766,658",567,5,6%,"2,631",4.10%,5%,58,"56,700",6%
HA7 4,"593,038",568,7,8%,"2,068",4.20%,-1%,77,"57,700",14%
HA8 0,"417,442",533,3,14%,,,-3%,104,"51,800",37%
HA8 5,"534,733",549,4,10%,,,-1%,69,"58,900",10%
HA8 6,"584,993",535,3,8%,"2,025",4.20%,-10%,66,"57,700",6%
HA8 7,"497,482",520,4,7%,,,37%,282,"55,900",11%
HA8 8,"555,699",534,7,6%,"2,311",5.00%,,77,"57,800",5%
HA8 9,"612,059",552,5,7%,"2,790",5.50%,9%,76,"54,300",14%
HA9 0,"467,886",649,2,3%,"2,203",5.70%,-1%,838,"51,800",27%
HA9 6,"541,737",554,3,9%,,,37%,103,"52,800",10%
HA9 7,"559,158",499,3,8%,,,5%,170,"54,500",23%
HA9 8,"521,938",542,5,7%,"2,160",5.00%,-3%,123,"56,100",16%
HA9 9,"641,996",535,2,3%,,,6%,112,"51,300",14%
HD1 1,,,,,,,,"3,187","30,400",9%
HD1 3,"121,900",125,2,15%,742,7.30%,24%,132,"29,400",27%
HD1 4,"170,079",168,3,5%,638,4.50%,,141,"33,300",15%
HD1 5,"260,000",142,3,15%,570,2.60%,32%,267,"34,400",10%
HD2 1,"177,840",187,8,17%,,,3%,131,"32,600",26%
HD2 2,"341,914",235,9,10%,,,-14%,77,"39,600",5%
HD3 3,"259,354",241,16,16%,758,3.50%,4%,88,"43,200",3%
HD3 4,"183,529",187,8,9%,694,4.50%,19%,120,"36,700",13%
HD4 5,"166,223",190,7,13%,,,6%,110,"31,400",15%
HD4 6,"250,766",203,5,9%,603,2.90%,12%,117,"34,200",10%
HD4 7,"289,454",249,4,6%,,,-10%,73,"36,400",10%
HD5 0,"268,617",249,3,8%,,,6%,92,"43,400",4%
HD5 8,"217,186",208,9,15%,,,8%,109,"35,400",13%
HD5 9,"181,207",194,9,28%,,,15%,112,"31,800",29%
HD6 1,"169,915",162,4,33%,,,28%,287,"38,200",7%
HD6 2,"265,667",247,4,8%,,,11%,76,"37,700",7%
HD6 3,"274,047",234,10,14%,,,16%,97,"38,500",10%
HD6 4,"237,298",229,3,11%,,,2%,73,"38,800",8%
HD7 4,"254,389",242,5,10%,,,18%,65,"39,700",2%
HD7 5,"262,484",238,8,11%,,,18%,82,"39,300",3%
HD7 6,"366,204",213,5,39%,,,15%,84,"41,400",1%
HD8 0,"321,387",258,9,8%,,,5%,51,"45,300",3%
HD8 8,"369,016",276,14,18%,,,10%,36,"50,100",3%
HD8 9,"318,724",272,12,9%,,,11%,64,"44,800",4%
HD9 1,"354,852",277,4,8%,,,10%,48,"47,200",3%
HD9 2,"378,175",281,6,12%,,,5%,74,"48,000",3%
HD9 3,"443,452",284,3,11%,,,2%,68,"48,300",2%
HD9 4,"399,468",266,3,8%,,,14%,56,"42,200",7%
HD9 5,"319,421",255,5,16%,,,9%,100,"42,200",3%
HD9 6,"365,280",271,6,9%,,,6%,63,"45,500",3%
HD9 7,"345,748",276,5,10%,,,-4%,57,"46,700",3%
HG1 1,"383,761",308,4,18%,"1,037",3.20%,149%,915,"47,000",12%
HG1 2,"399,760",325,11,18%,,,6%,100,"43,900",9%
HG1 3,"298,571",316,8,33%,,,11%,35,"43,700",4%
HG1 4,"282,075",298,12,22%,,,3%,87,"39,700",25%
HG1 5,"317,229",291,10,10%,994,3.80%,,119,"45,500",15%
HG2 0,"388,056",340,14,21%,"1,306",4.00%,,53,"51,700",7%
HG2 7,"279,058",299,10,36%,,,6%,88,"45,000",14%
HG2 8,"530,657",374,6,13%,,,3%,54,"54,000",5%
HG2 9,"672,929",389,5,14%,,,6%,29,"54,900",7%
HG3 1,"626,046",379,5,10%,,,-2%,56,"55,200",5%
HG3 2,"425,519",340,13,17%,"1,432",4.00%,7%,57,"47,900",5%
HG3 3,"691,372",363,6,11%,,,13%,25,"52,200",5%
HG3 5,"446,452",305,2,5%,,,54%,44,"44,300",3%
HG4 1,"231,404",262,6,9%,,,7%,95,"40,200",11%
HG4 2,"331,792",296,11,19%,,,5%,60,"44,200",9%
HG4 3,"498,947",320,3,7%,,,14%,27,"47,400",1%
HG4 4,"324,211",306,3,13%,,,4%,32,"46,200",2%
HG4 5,"419,409",285,,,,,2%,26,"50,900",7%
HG5 0,"370,015",312,10,16%,,,3%,70,"43,100",3%
HG5 8,"382,748",345,2,8%,,,11%,59,"47,800",3%
HG5 9,"525,796",355,3,9%,,,-2%,25,"55,100",4%
HP1 1,"407,999",460,7,7%,"1,392",4.10%,2%,219,"58,600",17%
HP1 2,"455,186",457,5,8%,,,11%,104,"50,700",20%
HP1 3,"441,205",441,6,15%,,,6%,97,"49,800",20%
HP10 0,"501,909",515,5,10%,,,6%,63,"57,400",10%
HP10 8,"900,343",549,3,6%,,,7%,26,"65,200",9%
HP10 9,"494,973",505,6,11%,,,6%,69,"58,100",7%
HP11 1,"421,759",433,5,8%,"1,415",4.00%,8%,153,"57,900",9%
HP11 2,"271,732",401,3,7%,"1,299",5.70%,-2%,349,"60,000",8%
HP12 3,"298,189",381,6,11%,"1,219",4.90%,4%,98,"54,700",13%
HP12 4,"466,485",423,8,21%,"1,454",3.70%,3%,100,"56,600",13%
HP13 5,"421,052",437,11,14%,"1,434",4.10%,13%,86,"59,900",8%
HP13 6,"365,995",420,10,13%,"1,247",4.10%,1%,98,"59,600",10%
HP13 7,"351,588",406,12,17%,"1,380",4.70%,4%,79,"53,800",17%
HP14 3,"490,793",467,9,15%,,,8%,51,"55,200",6%
HP14 4,"657,965",499,4,9%,,,15%,30,"67,100",8%
HP15 6,"610,824",495,6,10%,,,10%,36,"63,800",4%
HP15 7,"537,966",489,8,21%,,,2%,46,"56,400",5%
HP16 0,"703,377",504,6,13%,,,9%,48,"60,500",4%
HP16 9,"824,575",550,3,7%,,,5%,32,"60,800",2%
HP17 0,"880,769",492,,,,,,43,"62,200",2%
HP17 8,"654,480",445,7,9%,,,6%,50,"59,200",8%
HP18 0,"426,024",377,9,13%,"1,658",4.70%,10%,123,"61,000",10%
HP18 9,"680,238",449,4,7%,,,12%,24,"60,000",7%
HP19 0,"342,806",418,4,22%,,,6%,30,"52,000",2%
HP19 7,"297,692",385,8,17%,,,8%,50,"61,800",9%
HP19 8,"265,773",358,5,11%,,,14%,227,"62,500",16%
HP19 9,"330,920",343,7,19%,,,9%,106,"59,500",27%
HP2 4,"421,863",435,7,9%,,,-3%,168,"49,900",24%
HP2 5,"369,824",413,9,10%,"1,425",4.60%,1%,104,"45,600",31%
HP2 6,"378,748",369,4,9%,,,5%,93,"45,400",8%
HP2 7,"384,998",420,9,13%,"1,637",5.10%,10%,162,"52,700",32%
HP20 1,"303,255",369,9,15%,"1,140",4.50%,7%,200,"54,500",16%
HP20 2,"248,760",350,4,12%,,,1%,179,"50,400",23%
HP21 7,"394,680",380,8,19%,"1,259",3.80%,2%,76,"57,100",7%
HP21 8,"301,553",361,7,17%,,,15%,104,"51,500",28%
HP21 9,"388,525",405,13,32%,,,4%,52,"56,600",13%
HP22 4,"608,801",414,5,6%,,,13%,40,"63,900",11%
HP22 5,"622,110",428,10,10%,,,8%,46,"61,500",7%
HP22 6,"715,185",513,7,17%,,,9%,57,"58,400",2%
HP22 7,"435,200",411,4,10%,,,4%,,,12%
HP23 4,"689,050",492,8,14%,,,11%,47,"56,500",10%
HP23 5,"585,273",505,5,14%,,,10%,72,"56,700",6%
HP23 6,"696,762",560,4,20%,,,-3%,45,"59,700",6%
HP27 0,"638,318",494,4,13%,,,-1%,76,"54,200",4%
HP27 9,"663,904",495,6,11%,"2,005",3.60%,7%,53,"55,300",6%
HP3 0,"683,345",486,5,7%,,,16%,46,"57,600",9%
HP3 8,"561,364",446,4,10%,,,1%,63,"53,100",14%
HP3 9,"378,934",449,13,14%,"1,611",5.10%,-4%,105,"55,400",25%
HP4 1,"642,955",541,7,19%,,,1%,43,"65,600",4%
HP4 2,"527,056",607,8,15%,"1,470",3.30%,2%,61,"68,200",4%
HP4 3,"633,286",588,10,28%,,,4%,48,"60,300",11%
HP5 1,"427,961",479,6,12%,"1,293",3.60%,7%,84,"53,000",8%
HP5 2,"497,394",469,6,12%,,,6%,68,"55,800",10%
HP5 3,"512,048",459,3,11%,,,6%,65,"60,000",7%
HP6 5,"741,381",592,4,17%,,,15%,47,"66,000",1%
HP6 6,"637,391",595,9,39%,"1,835",3.50%,3%,48,"68,300",9%
HP7 0,"702,491",584,5,10%,,,15%,78,"67,700",8%
HP7 9,"706,389",601,3,13%,,,-2%,51,"71,900",7%
HP8 4,"956,860",614,4,4%,,,3%,35,"68,600",4%
HP9 1,"1,031,760",613,10,11%,"2,523",2.90%,6%,68,"68,900",7%
HP9 2,"1,244,876",628,7,8%,"3,565",3.40%,6%,52,"67,500",6%
HR1 1,"366,050",292,18,29%,,,11%,62,"45,900",11%
HR1 2,"237,078",265,9,29%,,,11%,324,"41,700",16%
HR1 3,"471,247",302,5,8%,,,31%,36,"47,800",5%
HR1 4,"454,809",308,3,6%,,,17%,31,"50,100",6%
HR2 0,"554,241",283,3,7%,,,-6%,33,"43,200",3%
HR2 6,"290,442",264,8,14%,,,14%,68,"43,000",9%
HR2 7,"254,028",259,13,41%,,,18%,96,"38,800",30%
HR2 8,"579,826",315,4,7%,,,-10%,28,"46,400",5%
HR2 9,"433,508",279,4,5%,,,12%,57,"45,900",6%
HR3 5,"430,750",290,4,7%,,,61%,38,"39,200",5%
HR3 6,"505,886",280,2,3%,,,17%,31,"42,600",5%
HR4 0,"281,419",262,17,28%,,,10%,86,"43,900",11%
HR4 7,"404,262",294,4,8%,,,20%,38,"45,700",6%
HR4 8,"472,100",297,6,16%,,,9%,44,"46,400",6%
HR4 9,"291,929",288,12,18%,,,17%,138,"42,500",16%
HR5 3,"333,144",233,5,10%,,,4%,58,"42,300",4%
HR6 0,"478,372",320,3,5%,,,34%,47,"43,100",5%
HR6 8,"279,385",248,11,10%,,,12%,139,"38,400",13%
HR6 9,"467,499",281,4,6%,,,23%,42,"43,700",2%
HR7 4,"341,715",273,6,11%,,,12%,72,"41,900",6%
HR8 1,"388,014",333,2,2%,,,24%,63,"45,900",3%
HR8 2,"359,292",327,10,11%,,,11%,57,"44,600",6%
HR9 5,"366,226",300,3,5%,,,,41,"43,600",5%
HR9 6,"568,230",327,3,4%,,,45%,53,"48,400",4%
HR9 7,"414,656",303,7,6%,,,1%,100,"44,400",8%
HU1 1,"141,513",224,2,11%,732,6.20%,,410,"29,500",33%
HU1 2,"114,583",205,2,15%,,,,441,"29,500",15%
HU1 3,"133,000",249,2,4%,708,6.40%,,"3,510","29,500",12%
HU10 6,"264,373",233,10,9%,,,1%,80,"44,800",7%
HU10 7,"340,469",262,9,13%,,,-17%,39,"54,900",3%
HU11 4,"256,110",205,8,11%,,,5%,59,"39,400",6%
HU11 5,"282,434",217,3,7%,,,3%,44,"43,300",9%
HU12 0,"286,568",181,2,4%,,,3%,53,"33,800",5%
HU12 8,"230,924",214,12,10%,,,8%,42,"39,900",7%
HU12 9,"227,145",195,7,7%,,,7%,36,"41,200",4%
HU13 0,"258,478",245,7,8%,,,-7%,76,"45,900",6%
HU13 9,"169,088",184,9,22%,,,2%,98,"40,600",9%
HU14 3,"380,973",264,9,9%,,,1%,45,"58,800",3%
HU15 1,"306,059",241,17,9%,,,6%,33,"55,400",5%
HU15 2,"295,425",233,12,13%,,,12%,51,"48,500",5%
HU16 4,"265,053",224,6,10%,,,11%,67,"44,500",3%
HU16 5,"293,681",240,11,11%,,,5%,63,"46,500",14%
HU17 0,"255,050",251,11,6%,834,3.90%,1%,129,"41,600",8%
HU17 5,"282,405",257,3,8%,,,,17,"47,300",0%
HU17 7,"335,430",269,10,12%,,,1%,24,"53,400",3%
HU17 8,"329,742",296,11,8%,963,3.50%,7%,90,"50,100",4%
HU17 9,"249,762",249,14,18%,,,12%,82,"43,300",4%
HU18 1,"222,919",213,10,12%,,,22%,74,"33,800",3%
HU19 2,"177,072",153,5,6%,,,5%,134,"31,700",2%
HU2 8,"90,893",139,2,10%,739,9.80%,,681,"29,500",23%
HU3 1,"151,657",102,5,38%,,,-36%,243,"30,600",28%
HU3 2,"76,577",82,3,13%,,,-17%,263,"28,600",48%
HU3 3,,82,4,28%,,,-35%,299,"27,800",42%
HU3 5,"160,450",171,3,18%,,,11%,302,"33,400",44%
HU3 6,"120,858",124,8,31%,620,6.20%,11%,192,"34,400",12%
HU4 6,"185,533",181,10,16%,,,8%,85,"34,800",24%
HU4 7,"168,476",179,6,12%,,,13%,136,"36,000",20%
HU5 1,"113,284",113,4,14%,588,6.20%,27%,208,"29,900",19%
HU5 2,"120,111",127,10,19%,602,6.00%,14%,112,"35,900",22%
HU5 3,"132,791",141,8,12%,641,5.80%,7%,105,"39,800",5%
HU5 4,"177,998",172,6,15%,,,5%,76,"41,100",16%
HU5 5,"137,923",174,16,17%,,,14%,80,"34,300",18%
HU6 7,"160,265",174,8,14%,603,4.50%,-7%,83,"38,800",14%
HU6 8,"132,350",145,5,25%,,,9%,120,"33,700",39%
HU6 9,"118,529",152,4,20%,,,8%,205,"29,200",52%
HU7 3,"207,187",212,20,13%,,,7%,192,"43,300",5%
HU7 4,"140,864",149,14,22%,,,-2%,138,"31,300",32%
HU7 6,"120,381",152,4,29%,,,10%,127,"34,700",19%
HU8 0,"184,079",185,6,20%,,,,100,"38,600",16%
HU8 8,"149,351",139,8,16%,,,8%,104,"36,400",12%
HU8 9,"158,019",160,11,14%,,,1%,111,"34,400",20%
HU9 1,"170,518",204,2,8%,,,12%,166,"33,700",22%
HU9 2,"84,398",103,7,37%,,,-13%,240,"33,000",26%
HU9 3,"127,385",140,6,20%,,,4%,186,"31,800",36%
HU9 4,"119,447",136,3,11%,,,-6%,167,"29,800",51%
HU9 5,"152,498",123,3,9%,,,8%,224,"28,700",25%
HX1 1,,,,,,,,"4,428","29,500",23%
HX1 2,"156,942",164,4,10%,675,5.20%,-64%,233,"36,200",9%
HX1 3,"163,500",112,5,44%,,,-7%,148,"32,300",13%
HX1 5,,87,2,21%,,,34%,324,"26,400",23%
HX2 0,"206,088",191,10,23%,,,12%,136,"35,400",11%
HX2 6,"234,474",213,5,28%,,,10%,92,"37,800",4%
HX2 7,"301,667",215,6,17%,,,5%,53,"36,300",8%
HX2 8,"177,147",155,5,13%,,,121%,268,"30,000",18%
HX2 9,"206,548",195,5,13%,,,4%,139,"34,700",8%
HX3 0,"268,763",214,8,18%,,,6%,105,"44,600",6%
HX3 5,"176,872",154,3,23%,,,7%,190,"29,400",20%
HX3 6,"181,856",159,5,18%,,,13%,195,"30,000",11%
HX3 7,"281,247",244,7,9%,,,16%,63,"43,700",2%
HX3 8,"305,955",249,6,11%,,,17%,69,"43,900",4%
HX3 9,"181,283",198,6,20%,,,22%,88,"35,600",7%
HX4 8,"342,778",245,6,15%,,,16%,76,"41,500",2%
HX4 9,"365,250",248,2,8%,,,11%,57,"40,800",9%
HX5 0,"243,781",200,5,19%,,,7%,152,"34,200",19%
HX5 9,"188,280",187,3,8%,,,10%,116,"35,100",14%
HX6 1,"265,667",172,3,16%,,,6%,128,"36,600",28%
HX6 2,"157,607",176,9,30%,,,14%,139,"35,100",9%
HX6 3,"307,353",204,4,13%,,,-7%,113,"42,000",10%
HX6 4,"327,796",234,6,17%,,,-14%,58,"49,500",1%
HX7 5,"247,611",218,4,19%,,,8%,107,"38,300",3%
HX7 6,"245,000",234,3,15%,,,17%,76,"45,100",5%
HX7 7,"363,679",302,3,13%,,,6%,36,"45,200",4%
HX7 8,"335,945",270,3,13%,,,26%,89,"45,000",8%
IG1 1,"397,500",431,4,10%,"1,879",5.70%,-12%,246,"49,400",11%
IG1 2,"417,424",428,6,13%,"1,882",5.40%,20%,152,"47,100",15%
IG1 3,"655,577",455,5,18%,,,-1%,99,"51,900",5%
IG1 4,"459,884",462,2,6%,"1,478",3.90%,-2%,163,"54,600",12%
IG10 1,"940,814",609,6,12%,,,-5%,74,"62,000",9%
IG10 2,"502,656",533,6,14%,,,4%,87,"49,700",26%
IG10 3,"450,776",542,9,15%,"2,021",5.40%,-5%,139,"57,000",23%
IG10 4,"881,852",621,3,11%,,,1%,89,"65,500",5%
IG11 0,"295,438",417,5,6%,"1,629",6.60%,4%,181,"46,600",34%
IG11 7,"329,402",474,6,9%,"1,639",6.00%,-22%,147,"45,300",32%
IG11 8,"266,190",416,3,11%,,,86%,445,"48,400",20%
IG11 9,"480,244",421,8,18%,,,-1%,108,"52,000",21%
IG2 6,"440,691",484,5,11%,"1,754",4.80%,-4%,110,"58,100",5%
IG2 7,"516,053",458,5,25%,"2,075",4.80%,-5%,96,"55,500",11%
IG3 8,"470,713",460,5,13%,"1,810",4.60%,5%,142,"52,200",6%
IG3 9,"585,976",456,7,11%,"2,359",4.80%,5%,94,"51,600",10%
IG4 5,"671,316",480,3,10%,,,,96,"60,000",3%
IG5 0,"655,722",489,10,18%,,,-1%,58,"56,700",9%
IG6 1,"546,785",485,4,11%,"2,031",4.50%,1%,86,"57,700",10%
IG6 2,"526,757",508,3,6%,"1,943",4.40%,6%,102,"54,000",10%
IG6 3,"433,750",487,4,27%,,,-17%,100,"51,400",21%
IG7 4,"397,750",482,6,9%,"2,020",6.10%,5%,100,"51,700",8%
IG7 5,"856,704",548,5,7%,"2,115",3.00%,6%,68,"57,300",4%
IG7 6,"1,151,026",551,4,5%,,,-3%,80,"63,300",4%
